,China,United States,United Kingdom,Australia,Germany,Angola,Albania,United Arab Emirates,Argentina,Armenia,Austria,Azerbaijan,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,Belarus,Belize,Bolivia,Brazil,Barbados,Brunei,Botswana,Canada,Chile,Switzerland,Cameroon,Colombia,Costa Rica,Cuba,Cyprus,Czech Republic,Algeria,Denmark,Dominican Republic,Ecuador,Egypt,Estonia,Ethiopia,Spain,Finland,Fiji,France,Georgia,Ghana,Greece,Guatemala,Honduras,Hungary,India,Indonesia,Ireland,Iran,Iceland,Israel,Italy,Cambodia,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kyrgyz Republic,Kuwait,Sri Lanka,Latvia,Lesotho,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Mauritania,Mauritius,Macedonia,Mexico,Mongolia,Mozambique,Namibia,Nepal,New Zealand,Nicaragua,Nigeria,Netherlands,Norway,Oman,Pakistan,Panama,Peru,Philippines,Poland,Portugal,Paraguay,Qatar,Romania,Russia,Saudi Arabia,Singapore,El Salvador,Suriname,Slovakia,Slovenia,Sweden,Syria,Chad,Thailand,Tajikistan,Trinidad and Tobago,Tunisia,South Africa,Turkey,"Tanzania, United Republic of",Uganda,Ukraine,Uruguay,Uzbekistan,Venezuela,Vietnam,Yemen,Zambia,Zimbabwe
1992,578.62,726.79,1251.96,454.88,717.39,884.57,846.03,87.48,701.16,559.38,1155.84,442.84,897.53,943.18,761.71,1740.18,499.56,68.11,559.71,2363.62,1143.74,1715.7,2249.19,2452.93,224.46,524.1,621.57,1677.61,1559.85,2212.58,2598.4,1145.03,408.18,601.75,84.76,713.08,1298.43,2542.68,35.3,592.23,759.56,537.13,604.5,2118.51,852.83,1158.13,926.53,482.34,2723.17,2259.97,502.49,915.33,2747.33,1100.19,272.95,1275.67,413.1,896.51,1669.3,1590.6,1521.81,132.85,264.27,626.03,393.2,115.04,1436.05,620.25,494.44,628.35,878.64,1474.67,716.38,2590.17,2365,286.31,77.76,1212.77,566.94,771.26,218.23,683.8,130.91,1107.85,1789.32,2148.77,1090.91,803.46,1266.76,125.6,348.05,2300.82,1362.18,1913.99,531.02,582.88,1401.05,60.05,523.7,442.25,79.84,2230.4,2175.88,1957.39,652.44,1351.87,680.33,308.59,322.87,1320.11,501.23,1744.77,313.62,314.15,539.37,962.56,1115.05,536.79,1293.43,234.81,1777.45,1728.22,189.85,772.43,459.85
1993,632.51,749.99,1219.57,497.13,771.74,987.91,905.23,97.93,585.55,513.32,1124.45,417.46,949.55,929.89,711.04,2656.19,476.62,108.56,640.76,2340.1,1101.34,1691.31,2079.43,2618.16,305.5,534.46,565.16,1680.73,1637.29,2410.15,3183.16,1305.74,327.36,636.46,59.76,742.35,1371.82,2147.09,43.36,657.74,846.93,576.9,504.62,2901.58,886.99,916.92,1069.7,519.83,2738.66,2087.11,523.39,1013.56,2654.13,1195.07,256.48,1079.58,214.8,843.04,1527.25,2748.11,1968.82,91.87,302.55,624.27,539.21,144.29,1933.12,663.57,743.12,677.52,951.39,1515.28,953.04,2946.72,2365,282.54,88.81,2540.53,470.97,769.25,278.57,980.36,281.99,1185.84,1607.08,2403.44,1071.89,857.93,1053.72,62.88,229.56,2390.2,1595.23,2181.51,579.13,814.32,935.19,100.39,592.67,442.37,103.36,2398.7,1962.53,2393.3,632.89,1272.24,674.91,259.88,269.4,1290.61,636.95,1944.82,197.61,450.47,501.78,872.72,1055.81,529.15,1447.33,262.97,1982.2,1696.01,174.84,970.19,673.02
1994,618.12,707.59,1276.38,352.51,774.74,938.08,974.19,49.57,579.33,564.02,1109.42,468.54,921.62,1111.51,956.59,1796.42,558.6,30.47,599.51,1859.72,1085.45,1801.38,1962.21,2746.25,291.71,532.54,565.23,1752.31,1560.14,2570.61,2599.21,1267.68,572.48,616.97,79.72,855.48,1280.04,2141.76,43.78,624.01,811.76,500.07,504.58,2239.15,955.16,833.45,1112.23,697.04,2300.03,1579.83,552.98,1096.83,2609,1276.72,222.47,1109.3,419.15,848.5,2078.15,1847.63,1207.24,142.42,258.41,705.71,384.59,128.75,1744.39,649.93,596.73,658.91,913.46,1330.11,802.58,3099.67,2365,373.99,97.93,1711.39,599.07,652.16,279.26,810.92,228.27,1225.17,1855.36,2020.64,1207.77,878.32,1054.53,68.51,376.59,2396.14,1577.86,2113.17,603.91,693.08,1090.85,41.54,541.19,461.65,70.08,2091.1,1341.64,2389.2,751.65,1316.05,581.28,345.98,403.33,1598.49,490.87,1828.73,250.11,389.6,586.91,1010.15,1298.71,490.32,1195.2,217.88,1925.77,2008.3,165.89,774.94,464.75
1995,599.39,728.91,1114.09,524.04,765.53,910.23,1167.57,80.22,481.5,468.71,1237.82,362.19,850.92,1120.88,757.57,2346.76,738.2,103.24,589.46,2319.46,842.88,1781.74,2195.17,3305.12,325.87,528.22,514.59,1835.11,1557.49,2685.45,3378.06,1541.93,285.86,736.33,76.38,655.28,1546.3,1854.92,24.69,650.33,728.64,519.68,531.39,2260.12,872.65,970.97,1172.39,649.25,3152.81,2040.25,674.74,1087.53,3016.62,1131.55,211.6,1007.05,169.17,913.8,1939.27,2438.91,1518.15,67.82,207.93,635.66,271.67,119.6,1568.78,674.08,722.75,681.07,977.01,1481.93,920.02,3354.57,2365,300.86,104.3,1845.76,707.32,752.67,212.94,841.41,156.71,1278.82,2088.74,2571.24,1174.2,792.89,1152.26,140.95,344.14,2464.28,1384.92,2526.73,569.33,799.31,1000.49,94.17,713.63,461.72,89.65,2707.1,1898.97,1974.69,799.14,1467.03,642.38,204.2,334.65,1615.72,395.18,1704.02,307.52,502.24,561.9,947.89,1213.75,601.2,1106.74,134.91,1960.1,1820.11,181,770.66,455.66
1996,611.55,751.05,981.27,476.1,604.41,941.9,1212.62,91.89,610.59,463.29,1259.87,381.49,651.66,1057.39,770.13,2147.65,602.24,118.25,568.86,1991.8,1055.6,1803,2305.66,3465.85,421.2,550.93,451.53,1615.49,1643.41,2805.54,3514.4,1449.32,458.16,684.3,95.16,513.29,1271.14,1790.45,28.02,572.34,855.05,806.61,515.48,3551.28,857.14,896.3,1198.33,715.89,2750.71,2011.5,629.97,1056.67,2908.73,1119.31,266.15,1000.77,237.24,1111.9,1927.91,2533.98,1388.95,93.4,214.83,525.73,383.12,147.82,1729.3,567.69,927.78,534.93,691.14,1493.03,1107.15,3314.84,2365,288.42,76.17,1211.95,639.97,716.23,214.55,1046.93,197.79,1310.15,1829.52,2757.57,1229.27,577.44,949.89,102.98,328.04,2510.68,1494.64,2400.44,553.57,1153.42,1256.16,99.73,659.52,437.42,86.98,2418.1,1900.19,2666.73,810.69,1515.65,580.34,335.15,316.81,1703.28,486.74,1891.32,301.58,569.18,610.16,957.21,1313.79,571.2,1105.49,139.67,2082.24,1934.52,175.93,923.1,702.24
1997,598.54,721.06,1092.22,526.72,646.18,1026.99,868.01,104.75,632.07,507.99,1141.01,417.15,799.88,1003.38,712.63,2199.09,672.65,102.34,660.56,2147.89,1141.63,1786.68,1785.66,2717.66,438.6,542.8,688.69,1503.56,1675.62,2365.69,3040.32,1257.74,407.36,681.92,86.77,601.11,1168.19,2662.38,34.87,693.55,865.2,778.02,483.6,3004.58,790.86,958.63,1192.68,580.1,2721.12,1922.33,505.41,1072.24,2328.87,1116.38,226.56,1139.67,315.05,818.26,1676.85,1737.48,1618.16,119.25,228.44,944.56,313.35,160.97,1979.23,713.75,834.36,675,863.84,1545.16,1180.8,2610.94,2365,291.17,87.96,1664.89,529.5,725.74,218.33,1150.88,317.29,1512.3,1656.2,2251.55,1211.09,665.12,1072.61,157.4,333.38,2459.99,1531.48,1977.86,620.57,1056.85,1280.97,100.01,727.8,465.69,83.29,1523,1688.92,2077.71,730.64,1215.77,598.23,286.49,320.25,1348.63,448.73,1706.91,305.75,488.63,602.77,1151.4,1300.05,663.99,1322.9,207.79,1782.71,1864.25,197.13,1038.57,801.67
1998,668.53,765.98,1333.32,546.28,790.11,981.27,1010.87,66.64,604.81,455.66,1187.34,348.3,1024.54,1096.07,829.23,2548.77,700.2,107.9,770.46,2401.22,1115.09,1749.18,2588.74,2820.24,376,530.7,381.94,1527.37,1554.92,2806.83,3239.84,1221.69,410.92,689.37,64.78,851.79,1848.65,3234.79,37.57,742.06,859.59,486.43,657.34,1650.31,812.1,876.83,1007.06,622.05,2960.44,1984.41,673.19,1132.36,2957.77,1279.63,218.92,1056.92,199.71,832.84,1912.33,2344.62,1925.81,84.6,238.93,716.41,539.15,96.95,1597.61,744.35,927.32,764.81,981.66,1663.77,851.42,2807.09,2365,323.75,92.82,2116.55,637.7,778.65,267.18,953.18,172.12,1519.44,1899.4,2573.11,1143.96,1008.39,1198.79,108.27,276.6,2453.55,1469.49,2095.6,678.05,626.21,1352.32,71.19,727.13,464.31,81.02,2004.5,1726.79,2011.33,819.31,1426.7,784.32,237.8,361.53,1461.22,698.77,2146.12,229.96,496.93,628.82,1020.14,1214.69,600.6,1383.67,254.76,2216.37,1793.76,181.62,931.4,663.51
1999,603.02,660.31,1281.65,573.89,753.8,1009.29,1138.7,64.96,612.84,471.64,1277.51,393.7,974.01,1167.38,849.56,2552.65,653.92,91.17,578.24,2127.73,1109.29,1786.43,1995.63,3801.7,360.76,556.39,490.86,2045.25,1647.02,2945.43,3050.51,1290.36,272.37,648.47,91.31,872.28,1145.92,2445.14,24.59,607.99,742.05,571.83,529.46,3665.45,987.73,890.14,1272.37,638.1,2910.52,1875.17,713.58,1013.19,2991.61,1226.25,200.1,1094.26,139.11,910.67,2011.15,2349.49,1744.65,61.6,256.63,585.27,450.67,145.04,1769.7,613.62,742.12,630.99,1014.24,1393,1185.03,3553.77,2365,383.85,116.44,1060.8,652.48,784.97,214.01,1140.74,259.29,1570.36,1767.03,2527.29,1237.81,884.4,1268.26,70.54,227.04,2544.1,1693.73,3098.8,609.21,779.07,938.97,76.72,728.97,441.63,77.82,2233.4,1682.15,2291.94,853.23,1416.99,696,170.33,350.64,1723.79,573.18,2120.21,283.95,436.71,497.51,996.32,1264.88,548.44,1063.26,200.23,2294.91,1985.33,186.62,856.72,684.46
2000,609.78,663.97,1386.79,650.44,740.25,1001.48,796.5,58.71,690.23,402.25,1266.58,367.44,1028.77,967.39,701.18,2380.01,415.96,80.18,617.61,2086.68,1167.58,1887.69,2136.16,3575.13,455.3,525.54,593.43,1740.06,1591.21,2730.15,2746.58,1224.5,469.82,658.92,54.31,742.77,1451.7,2189.38,36.69,657.76,847.47,631.17,605,4947.17,954.91,816.87,1079.51,405.62,2680.08,1880.42,440.61,992.65,3008.68,1252.5,181.85,993.5,284.25,875.25,2085.48,1893.92,1539.19,86.96,265.81,479.96,376.29,94.42,1745.91,638.81,876.32,609.2,1053.45,1383.07,1123.48,3404.24,2365,291.62,94.93,1499.88,426.21,719.82,209.47,1225.88,311.05,1486.92,1720.96,2220.9,1125.89,870.11,1304.95,58,205.78,2438.66,1618.62,2918.13,615.51,928.35,1138.22,62.52,450.82,467.05,67.72,2433,1693.43,2662.18,706.96,1349.42,831.05,266.47,306.77,1713.71,432.29,1970.08,188.89,628.92,539.22,922.4,1134.26,522.3,1467.74,165.73,1990.66,1778.95,179.31,1056.31,875.69
2001,582.46,675.95,1095.27,497.69,796.24,992.54,832.37,37.06,689.24,465.7,1157.1,360.66,1072.27,844.91,734.51,2293.82,529.23,20.44,653.39,2128.86,1181.39,1777.83,1895.06,3357.2,419.01,520.72,583.87,1858.54,1634.46,2451.02,2804.35,1487.19,482.1,756.2,62.75,734.62,1467.38,1866.26,24.8,766.38,801.45,581.41,551,3079.87,893.53,979.54,1070.58,558.21,2733.69,1880.26,579.79,981.89,2945.36,944.65,156.62,1041.5,235.61,839.79,1972.66,2231.85,1562.05,93.27,267.47,622.6,350.46,114.33,1463.01,775.9,932.22,740.15,1139.04,1496.67,1142.12,3086.91,2365,296.78,88,1514.22,495.17,685.34,195.89,1153.96,281.29,1426.25,1765.86,2227.35,1131.41,916.33,1160.36,59.39,238.99,2471.95,1658.63,2667.03,698.4,874.81,1015.32,14.01,703.79,467.92,71.52,2414.4,1635.51,1927.54,818.86,1195.99,725.14,303.76,313.27,1544.18,421.46,1386.65,217.49,537.86,586.3,943.35,1236.14,631.31,1582.25,167.17,1653.87,2005.09,174.79,1071.68,861.05
2002,638.23,671.86,1389.81,341.96,883.76,1025.33,1101.34,50.01,728.26,643.69,1305.22,475.49,1017.27,1025.32,678.29,2342.47,672.37,88.1,541.8,1923.49,1078.51,1812.64,1770.26,2738.35,353.38,514.51,728.69,1959.4,1639.24,2689.96,3206.2,1406.36,414.89,800.48,66.38,834.41,1353.51,2265.71,33.16,523.96,723.25,680.41,469.17,2998.71,943.95,1153.8,1175.3,781,2591.44,1742.97,584.18,874.78,2665.02,1420.77,196.62,1223.32,315.43,1026.59,1891.54,1882.33,1573.05,112.58,295.38,785.42,525.24,131,1712.93,570.58,743.32,600.05,1071.74,1574.25,969.06,2769.93,2365,256.87,80.57,1837.14,727.74,725.36,182.85,870.43,283.42,1451.19,1840.58,2289.14,1119.61,902.25,1034.9,95.01,208.99,2537.29,1627.32,2255.94,624.27,914.09,1155.67,56.75,614.86,462.76,80.15,1966.9,1561.61,2254.92,805.95,1390.92,600.52,279.76,267.59,1597.85,577.78,1765.62,226.63,412.56,583.93,1147.94,1230.87,543.61,1919.13,245.66,1836.15,1968.1,180.84,901.11,429.72
2003,603.64,701.08,932.72,464.52,555.86,973.73,1007.63,53.84,568.68,681.4,956.94,501.93,720.14,1202.65,916.08,2183.38,582.5,75.02,587.89,1909.53,1112.29,1709.77,2207.09,3068.05,353.82,526.66,527.89,1249.09,1622.17,2673.87,3401.03,1409.37,553.72,513.02,98.72,615.86,1611.91,2521.4,26.59,626.38,769.06,694.25,507.35,2120.41,722.27,1016.53,1235.29,689,2326.5,1784.61,455.1,1006.28,2972.61,975.26,221.54,1199.08,330.53,769.75,1828.58,2615.15,1744.3,123.72,289.57,615.12,575.9,118.47,1642.08,627.23,616.55,615.96,735.05,1443.94,983.98,3250.4,2365,368.13,116.67,1925.5,644.34,771.93,253.75,963.57,275.05,1433.2,1626.92,2489.22,1251.17,624.65,1087.99,70.86,363.43,2595.82,1693.47,2599.56,487.13,945.69,1128.85,62.95,534.85,444.73,67.57,2587.6,1615.45,1907.76,596.15,1018.21,589.11,335.75,323.24,1491.03,651.46,1560.34,390.55,372.5,611.19,792.04,1200.44,521.4,1539.97,280.35,2007.7,1703.34,176.59,1004.36,591.73
2004,573.5,753.12,1187.05,494.91,710.81,1008.23,1074.26,54.37,554.15,585.06,1151.43,477.88,868.8,1042.99,737.02,2247.25,600.08,93.01,677.45,1917.57,1126.86,1798.37,2923.49,2760.35,416.16,527.62,538.34,1508.35,1554.33,2729.44,3268.05,1117.42,467.83,651.02,92.85,757.4,1362.17,1857.25,32.15,723.35,803.41,568.67,621.15,2392.96,786.27,1103.14,1131.46,607.5,2557.13,1907.63,668.29,979.45,2703.47,1085.61,249.86,1211.97,241.45,909.24,1754.38,1767.61,1686.93,86.48,271.88,634.08,465.59,141.81,1954.65,680.5,719.21,679.83,881.26,1525.53,1133.6,2907.98,2365,315.06,100.71,1817.88,649.46,835.85,171.31,1108.71,278.82,1390.49,1873.93,2644.1,1125.26,834.91,1136.4,92.58,247.54,2643.98,1685.02,2272.52,600.27,655.59,1115.73,64.81,732.09,482.91,72.47,2209.4,1683.57,2203.45,809.21,1480.15,662.57,267.95,343.73,1393.27,580.64,2006.85,266.23,470.69,535.12,1033.6,1158.33,644.88,1096.81,230.37,2053.71,1701.51,178.62,1097.92,748.86
2005,596.21,695.49,1094.71,402.8,697.22,964.15,1092.02,60.11,543.33,611.28,1195.06,448.06,854.39,991.08,805.47,2020.86,771.79,79.58,621.92,2168.17,989.3,1798.19,2632.03,3194.04,371.45,561.62,624.6,1387.19,1501.71,2756.09,3157.55,1681.85,369.03,716.9,66.59,639.76,1510.46,1548.35,37.22,637.44,844.94,445.38,587.24,2827.04,674.6,1113.57,1112.3,687.69,2971.99,1886.56,694.24,1053.77,2816.95,1069.15,202.24,1057.62,215.45,887.98,1795.14,3182.83,1405.49,80.08,231.1,524.42,429.31,134.73,1689.09,622.86,634.11,630.04,770.83,1432.65,860.13,2946.93,2365,319.15,106.56,2225.47,671.16,721.65,191.23,831.54,256.78,1147.31,1562.4,2528.91,1163.22,799.37,1176.41,68.01,320.2,2444.46,1474.89,2393.55,569.92,548.05,984.56,61.19,800.98,449.14,70.68,2090.1,1778.47,2562.98,843.62,1365.59,645.64,232.26,371.65,1531.57,522.81,2054.37,257.29,395.46,569.38,797.7,1059.79,602,1419.29,203.14,2155.8,1883.54,172.92,848.19,580.07
2006,575.13,686.89,1152.42,461.26,683.78,1030.52,1053.87,72.05,568.01,546.72,1117.13,419.29,878.63,985.93,777.06,1928.77,651.11,69.2,584.23,2736.18,1136.33,1832.41,2010.27,3465.76,420.78,532.18,641.85,1672.3,1635.76,2810.73,3019.97,1252.52,347.99,677.09,88.92,770.34,1418.85,1849.68,26.97,547.83,859.65,616.71,474.21,2824.23,815.76,996.08,1124.85,679.34,2986.19,2328.52,585.53,1128.02,2719.01,1180.7,224.54,1204.18,221.51,769.64,2084.76,1722.55,1817.98,85.88,260.35,769.28,383.01,122.95,2113.32,584.17,982.76,597.98,891.45,1479.02,960.22,3240.83,2365,314.99,86.45,2012.05,680.73,812.37,186.31,937.05,418.45,1265.07,1748.79,2580.24,1155.4,742.73,1201.18,91.92,356.73,2372.8,1733.66,2343.9,554.53,952.03,1112.86,63.18,673.74,471.84,72.8,2364.6,1921.6,2314.98,717.34,1168.12,661.75,264.97,359.15,1662.18,511.6,1867.19,313.85,567.4,561.39,1198.55,1284.83,556.48,1222.45,197.12,2034.64,1821.37,173.57,1024.08,725.82
2007,579.83,664.3,1184.75,472.32,863.56,995.45,1061.49,56.28,565.78,688.95,1247.04,441.04,973.35,1130.83,856.95,2486.77,658.95,46.17,621.52,2031.78,1101.16,1712.26,2037.13,3539.4,355.58,546.62,407.79,1720.65,1674.89,2815.7,3208.98,1742.24,424.32,750.59,82.14,855.07,1527.56,1949.41,28.02,690.23,841.36,560.71,600.02,3889.22,829.72,1068.34,1279.12,638.31,2631.39,1755.74,625.21,1078.9,2952.38,1066.69,200.22,1229.54,205.99,803.17,2303.18,3391.87,1484.49,85.83,247.75,692.64,370.62,99.61,1587.37,707.26,747.58,734.89,1016.24,1472.03,1072.38,3378.51,2365,305.43,94.42,1801.71,698.29,778.08,188.28,990.59,268.55,1290.62,1548.95,2350.41,1163.42,899.22,1224.03,208.02,308.04,2604.3,1620.19,2569.5,665.93,651.19,1061.05,40.33,705.78,480.72,74.35,2560.4,1676.74,2648.16,799.34,1263.33,694.26,235.22,370.53,1618.23,463.76,1718.59,290.56,424.42,527.03,952.72,1422.05,534.08,1459.25,192.52,2083.26,1843.1,208.51,962.62,674.2
2008,619.24,709.48,1301.45,468.17,704.18,1010.13,1016.85,43.49,511.11,475.44,1184.27,375.78,923.04,1188.43,815.23,2179.8,487.37,48.68,665.5,2287.97,1119.77,1860.12,2256.76,3997.29,400.36,549.54,565.95,1738.34,1580.38,3067.75,3716.95,1484.44,266.2,644.41,75.94,743.37,1401.43,2481.23,29.23,777.04,841.1,655.15,648.59,3593.43,937.07,870.71,1320.89,550.11,2863.94,2157.6,604.76,1104.69,3099.96,1310.58,131.83,1035.82,186.15,984.14,1824.15,2277.41,1503.98,63.81,222.8,661.27,346.53,53.31,1996.56,696.08,755.48,667.89,954.75,1502.94,1065.64,3720.94,2365,343.71,112.43,1932.35,570.08,794.8,212.4,964.6,274.53,1439.46,1852.99,2862.25,1178.48,833.06,1180.93,68.61,328.47,2589.96,1609.67,2939.9,597.17,804.31,1007.27,30.49,634.42,483.23,65.99,2572.3,1977.33,2488.93,765.51,1396.72,703.77,168.45,357.88,1661.97,443.25,1743.97,193.69,437.79,435.98,953.72,1239.78,550.86,872.81,162.07,2068.19,2020.05,179.01,1009.85,568.79
2009,554.26,728.01,1261.56,478.91,733.42,1014.13,1332.41,88.82,513.82,656.17,1304.39,441.2,872.55,1101.47,854.53,1987.51,713.95,103.44,803.8,1823.91,1216.21,1902.59,1867.35,3566.4,397.8,529.39,558.62,1568.46,1530.67,2502.07,2837.53,1204.03,582.98,753.11,85.52,708.57,1414.97,1777.96,22.5,713.41,756.73,585.69,515.82,2800.98,799.86,1176.81,1216.9,847.04,2466.58,1785.41,629.98,946.89,2845.17,1341.4,231.65,1206.21,202.86,948.45,1920.72,1511.37,1667.56,70.72,270.44,655.41,423.48,89.97,1569.81,726.88,813.02,716.18,922.24,1509.98,1086.89,3497.76,2365,326.4,107.82,1937.38,765.21,680.74,194.16,907.36,334.96,1153.01,1697.49,2281.47,1146.82,746.09,1109.02,79.31,278.03,2469.86,1610.91,2650.84,679.64,861.09,1110.91,90.11,647.98,463.21,64.92,2267.1,1469.48,2039.59,854.34,1464.63,668.51,270.03,329.35,1592.16,579.6,1488.21,305.12,474.64,690.74,950.4,1175.63,568.13,1260.97,232.7,1615.62,1698.5,172.67,1033.08,649.12
2010,639.78,707.51,1041.66,640.37,768.17,988.73,1343.38,46.95,533.42,645.23,1232.43,454.95,891.94,1133.98,881.37,2245.35,748.22,25.54,714.51,2309.12,1028.19,1759.98,2747.71,3885.87,466.93,543.1,472.69,1582.68,1587.26,3026.06,3662.29,1567,394.38,868.6,88.12,735.62,1374.74,2566.4,23.56,745.83,843.94,784.12,532.08,2531.79,834.76,1014.38,1288.11,678.33,3134.1,1900.92,864.96,1187.09,3373.4,1022.75,144.42,934.52,235.13,1017.08,1795.09,3696.67,1787.25,96.29,238.17,650.73,478.01,53.6,1843.64,810.98,915.69,833.05,956.02,1380.41,910.6,3281.77,2365,390.6,132.58,1959.47,763.77,823.53,215.56,939.55,269.87,1363.92,1776.61,2753.74,1213.47,779.1,988.91,70.17,391.04,2635.87,1358.15,2430.87,794.6,1271.7,1099.08,32.7,836.69,466.67,66.11,2449.3,1787.85,2276.69,1126.71,1547.26,651.03,202.05,364.17,1579.24,529.33,2136.18,252.95,475.2,623.08,903.2,1358.55,667.52,1305.67,173.02,2345.75,1719.59,173.28,1037.11,690.35
2011,540.06,707.37,1133.51,563.14,656.39,1004.56,785.32,50.18,536.49,636.31,1021.96,468.73,782.81,980.17,721.55,1971.04,506.1,90.38,557.37,2481.48,1154.99,1836.31,2804.03,3701.1,466.23,536,499.97,1402.06,1507.58,3160.38,3100.39,1438.09,488.78,594.71,91.53,809.13,1423.35,2261.38,28.18,674.04,818.21,519.48,598.34,4216.37,721.45,1073.26,1161.34,601.31,3078.85,1983.12,426.56,1089.24,2984.39,1142.25,207.14,1280.74,242.86,779.67,2158.9,2645.35,1746.65,96.84,260.74,626.92,442.71,83.15,1543.1,633.63,900.15,643.77,775.26,1360.72,1124.85,3540.22,2365,287.66,86.93,1884.4,458.7,692.92,207.35,992.45,339.14,1746.63,1920.77,2480.21,1027.38,749.06,1246.32,80.99,317.7,2595.32,1562.47,3128.48,540.6,796.14,1107.53,56.49,483.94,457.14,71.23,2502,1760.57,2375.3,614.09,1025.06,696.45,278.23,347.05,1930.47,506.96,2076.09,305.12,541.72,598.88,1027.95,1241.79,458.65,1142.62,196.54,2162.37,1891.16,181.07,957.39,744.98
2012,640.01,658.57,1373.45,470.49,708.65,1019.6,1025.05,52.28,596.11,487.39,1214.52,380.54,987.64,1001.7,905.24,1992.35,629.78,51.18,748.85,2074.39,1105.05,1675.27,2391.9,3272.94,362.2,524.81,511.84,1758.19,1613.97,2422.87,2258.5,1485.76,669.83,668.43,79.14,756.05,1580.71,2429.89,29.69,841.23,844.14,509.14,674.62,4486.12,863.73,871.64,1209.35,686.84,2470.43,1862.39,510.75,1018.89,2940.46,1177.86,216.11,1086.72,286.24,823.98,1891.12,2303.07,1724.84,91.51,230.69,783.07,346.28,96.66,1710.38,798.17,710.86,768.7,951.46,1375.24,984.89,3343.6,2365,359.19,114.74,1447.75,616.11,707.03,257.23,935.89,302.68,1390.59,1712.78,2212.89,1213.63,832.5,1197.84,68.6,258.89,2243.07,1400.17,2764.45,603.78,697.97,1094.85,40.55,607.49,473.59,74.07,2347.9,1651.51,2267.07,671.01,1338.28,744.52,330.46,398.79,1494.56,531.49,1586.52,206.1,462.35,680.26,827.48,1366.74,564.93,1407.89,191.96,1870.02,1963.99,171.4,1087.74,560.11
2013,615.57,745.48,1128.29,443.93,727.05,984.63,1058.47,64.58,498.35,513.25,1254.98,410.16,874.27,945.93,785.57,2023.31,576.39,37.59,657.51,2936.73,1161.16,1797.92,2035.1,3419.15,386.6,526.41,467.71,1753.73,1542.05,2457.9,2486.36,1391.8,324.85,735.54,84.1,686.88,1208.21,2057.13,34.82,593.24,898.65,663.99,509.1,3079.95,942.61,999.33,1065.19,615.28,3446.62,2161.56,612.43,1196.86,2980.92,1094.66,191.16,1150.46,293.11,934.72,2167.11,1981.07,1711.96,106.77,297.1,740.69,387.45,78.68,1481.64,635.64,600.35,671.53,921.5,1481.42,1035,3222.1,2365,330.36,109.28,1781.25,569.47,925.2,262.68,997.51,232.62,1412.36,1742.01,2282.62,1047.54,712.92,1092.69,116.75,341.38,2256.41,1543.86,2533.23,647.35,918.65,1055.7,35.16,667.41,493.81,73.29,2506.4,1962.53,2592.74,796.63,1547.29,598.48,244.1,342,1699.59,478.46,1766.39,270.67,420.93,494.23,995.19,1425.14,570.75,1137.81,216,1894.77,1977.81,171.35,994.31,628.59
2014,612.21,720.92,1369.8,462.17,692.05,1008.86,1350.34,89.52,674.32,499.19,1314.66,375.82,880.96,1011.6,842.94,1801.96,903.67,105.57,560.32,2233.3,1200.36,1745.69,1976.36,3158.19,373.59,539.59,510.02,1678.28,1520.23,2399.83,2948.97,1357.71,429.51,726.71,70.94,819.77,1242.37,2082.46,35.62,636.84,903.11,621.65,516.48,2005.75,926.27,927.14,1202.4,871.58,2730.94,1779.79,728.57,999.89,2674.77,1326,190.46,1239.66,246.18,999.44,1912.83,1910.36,1734.92,105.58,250.14,608.32,360.48,71.56,1859.36,659.54,687.75,632.87,871.35,1511.08,974.4,2936.18,2365,322.29,92.85,1554.52,843.63,861.26,213.69,967.39,320.31,792.44,1643.28,2200.16,1120.56,750.4,1086.58,123.42,245.45,2474.64,1500.9,2345.38,627.45,947.41,1337.42,74.95,775.04,462.7,74.93,1939.9,1507.8,2097.12,862.76,1736.69,636.01,240.1,368.65,1428.48,489.64,1633.13,220.87,450.06,606.7,969.24,1181.14,522.27,1726.73,210.9,1647.56,1757.95,175.37,1002.35,593.97
2015,632.39,806.4,1264.58,452.05,640.68,956.62,1047.91,63.86,622.12,580.34,1151.88,441.57,832.64,924.14,799.77,2543.25,720.66,53.39,526.29,1848.53,1035.85,1621.71,1560.55,2842.32,346.01,515.88,525.06,1341.21,1429.2,2180.39,2811.38,1154.81,464.69,567.52,71.75,859.22,1367.48,2678.72,34.9,575.32,822.78,472.9,595.6,1786.7,707.09,961.63,1063.64,702.43,2464.13,1802.18,570.19,1085.1,2552.66,1329.87,203.6,1180.98,268.93,776.87,1719.26,1363.23,1789.53,94.24,298.2,778.31,433.28,88.27,2338.36,564.45,493.12,561.99,790.08,1347.8,909.83,2783.16,2365,327.77,109.73,2117.28,701.17,755.19,188.36,889.3,223.84,1390.39,1814,2164.18,1039.29,805.87,1289.73,47.54,396.76,2268.41,1510.83,2249.93,513.35,547.74,1377.25,43.9,615.54,474.77,68.94,1800.4,1608.88,2393.11,686.79,1400.64,703.22,260.38,372.44,1370.19,576.59,1283.3,279.7,368,624.88,1003.06,1313.46,495.47,1275.81,243.62,1709.48,1834.01,172.28,903.27,437.9
